sample_id,date,country,geoloc_cat,geoloc_conf,MA,conf
MA_MGH_00307,4/5/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_DPH_00185,4/6/20,USA,Massachusetts,0.501498891,YES,0.611131387
MA_MGH_00696,4/6/20,USA,Massachusetts,0.975833953,YES,0.974469368
MA_MGH_00257,4/6/20,USA,Massachusetts,0.999344911,YES,0.999307493
MA_MGH_00262,4/6/20,USA,Massachusetts,0.999344911,YES,0.999307493
MA_MGH_00675,4/6/20,USA,Massachusetts,0.98071597,YES,0.976271725
MA_MGH_00693,4/6/20,USA,Massachusetts,0.99992538,YES,0.999956549
MA_MGH_00694,4/6/20,USA,Massachusetts,0.99992538,YES,0.999956549
MA_MGH_00902,4/6/20,USA,Massachusetts,1,YES,1
MA_MGH_00695,4/6/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_DPH_00188,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00183,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00182,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00180,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00690,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00189,4/6/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_DPH_00187,4/6/20,USA,Massachusetts,0.999950344,YES,0.999973929
MA_MGH_00688,4/6/20,USA,Massachusetts,0.999937176,YES,0.999958156
MA_MGH_00703,4/6/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_DPH_00192,4/6/20,USA,Massachusetts,0.969647878,YES,0.974658105
MA_MGH_00705,4/6/20,USA,Massachusetts,0.999951497,YES,0.999974109
MA_MGH_00689,4/6/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00699,4/6/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_DPH_00194,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00704,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00181,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00186,4/6/20,USA,Massachusetts,0.999951499,YES,0.99997411
MA_MGH_00229,4/6/20,USA,Massachusetts,0.975240405,YES,0.973818573
MA_MGH_00250,4/6/20,USA,Massachusetts,0.999344911,YES,0.999307493
MA_MGH_00238,4/6/20,USA,Massachusetts,0.999344911,YES,0.999307493
MA_MGH_00687,4/6/20,USA,Northeastern USA,0.987761934,NO,0.96393391
MA_MGH_00698,4/6/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_00701,4/6/20,USA,North America,0.956686046,NO,0.963933692
MA_MGH_00691,4/6/20,USA,North America,0.952703123,NO,0.963978799
MA_MGH_00263,4/6/20,USA,Massachusetts,1,YES,1
MA_MGH_00248,4/6/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00239,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00231,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00254,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00256,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00234,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00247,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00245,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00242,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00251,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00261,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00244,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00243,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00252,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00233,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00230,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00255,4/6/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00258,4/6/20,USA,Massachusetts,0.999797179,YES,0.999385149
MA_MGH_00232,4/6/20,USA,Massachusetts,0.999797179,YES,0.999385149
MA_DPH_00197,4/7/20,USA,Massachusetts,0.999998543,YES,0.999999342
MA_MGH_00706,4/7/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_DPH_00198,4/7/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00708,4/7/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_MGH_00707,4/7/20,USA,Massachusetts,0.999943649,YES,0.99995665
MA_DPH_00199,4/7/20,USA,Massachusetts,0.999943649,YES,0.99995665
MA_DPH_00195,4/7/20,USA,Massachusetts,0.982394253,YES,0.973783122
MA_DPH_00200,4/7/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_00717,4/8/20,United Kingdom,Europe,0.902993619,NO,0.866249719
MA_MGH_00711,4/8/20,USA,Massachusetts,0.999953084,YES,0.999975258
MA_MGH_00718,4/8/20,USA,Europe,0.999999514,NO,0.999998126
MA_MGH_00728,4/8/20,USA,Massachusetts,0.999905066,YES,0.999722268
MA_MGH_00716,4/8/20,USA,Massachusetts,0.999943629,YES,0.999945094
MA_MGH_00715,4/8/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_00721,4/8/20,USA,Massachusetts,0.9999999,YES,0.999981433
MA_MGH_00727,4/8/20,USA,Massachusetts,0.999948981,YES,0.999946329
MA_MGH_00903,4/8/20,USA,Massachusetts,0.993800736,YES,0.976467605
MA_DPH_00202,4/8/20,USA,Massachusetts,0.9994856,YES,0.999691161
MA_MGH_00736,4/9/20,United Kingdom,Europe,0.902993619,NO,0.866249719
MA_MGH_00738,4/9/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_DPH_00203,4/9/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00206,4/9/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00204,4/9/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_MGH_00734,4/9/20,USA,Massachusetts,1,YES,1
MA_MGH_00730,4/9/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00740,4/9/20,USA,Massachusetts,0.999951712,YES,0.999974592
MA_MGH_00732,4/9/20,USA,Massachusetts,0.975833952,YES,0.974469323
MA_MGH_00735,4/9/20,USA,Massachusetts,0.999936342,YES,0.999957764
MA_MGH_00741,4/9/20,USA,Massachusetts,0.999355668,YES,0.999330947
MA_MGH_00757,4/10/20,USA,Massachusetts,0.975833953,YES,0.974469368
MA_MGH_00749,4/10/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00760,4/10/20,USA,Massachusetts,1,YES,1
MA_MGH_00758,4/10/20,USA,Massachusetts,1,YES,1
MA_MGH_00759,4/10/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00747,4/10/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00745,4/10/20,USA,Massachusetts,0.999746671,YES,0.999331612
MA_MGH_00743,4/10/20,USA,Massachusetts,0.99995171,YES,0.999974443
MA_MGH_00753,4/10/20,USA,Massachusetts,0.968568677,YES,0.973769538
MA_DPH_00208,4/10/20,USA,Massachusetts,0.982393838,YES,0.973782197
MA_DPH_00209,4/10/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00746,4/10/20,USA,North America,0.948320889,NO,0.963868126
MA_MGH_00742,4/10/20,USA,Massachusetts,0.999355668,YES,0.999330947
MA_MGH_00751,4/10/20,USA,Massachusetts,0.969858817,YES,0.974469368
MA_MGH_00762,4/11/20,USA,Massachusetts,0.999360879,YES,0.999328797
MA_MGH_00767,4/11/20,USA,Massachusetts,0.999388473,YES,0.994081374
MA_MGH_00761,4/11/20,USA,Massachusetts,0.999951499,YES,0.99997411
MA_MGH_00766,4/11/20,USA,Massachusetts,0.975699365,YES,0.974738116
MA_MGH_00764,4/11/20,USA,Massachusetts,0.999961278,YES,0.999987138
MA_DPH_00212,4/12/20,USA,Massachusetts,0.999950341,YES,0.999973928
MA_MGH_00775,4/12/20,USA,Massachusetts,0.999922043,YES,0.999956916
MA_MGH_00774,4/12/20,USA,Massachusetts,0.9999503,YES,0.99997391
MA_MGH_00779,4/12/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_DPH_00213,4/12/20,USA,Eastern USA,0.957180082,NO,0.920525291
MA_MGH_00770,4/12/20,USA,Massachusetts,0.988327344,YES,0.975366628
MA_MGH_00773,4/12/20,USA,Massachusetts,0.999630839,YES,0.994643651
MA_MGH_00832,4/13/20,USA,Massachusetts,0.999479613,YES,0.99935399
MA_MGH_00798,4/13/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00841,4/13/20,USA,North America,0.391886211,NO,0.963933913
MA_MGH_00811,4/13/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00812,4/13/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00822,4/13/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_MGH_00828,4/13/20,USA,Massachusetts,0.999837922,YES,0.999302737
MA_DPH_00218,4/13/20,USA,Massachusetts,0.999951713,YES,0.999974592
MA_MGH_00845,4/13/20,USA,Massachusetts,0.999951713,YES,0.999974592
MA_DPH_00216,4/13/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_DPH_00217,4/13/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_DPH_00219,4/13/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_MGH_00862,4/13/20,USA,Massachusetts,0.999388473,YES,0.994081374
MA_MGH_00840,4/13/20,USA,Massachusetts,0.999722284,YES,0.99887223
MA_MGH_00809,4/13/20,USA,Massachusetts,0.999951751,YES,0.999974592
MA_MGH_00855,4/13/20,USA,Massachusetts,0.999951751,YES,0.999974592
MA_MGH_00816,4/13/20,USA,Massachusetts,1,YES,1
MA_MGH_00814,4/13/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_MGH_00829,4/13/20,USA,Massachusetts,0.999951633,YES,0.999974559
MA_MGH_00827,4/13/20,USA,Massachusetts,0.999951633,YES,0.999974559
MA_MGH_00848,4/13/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_00830,4/13/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_MGH_00831,4/13/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_MGH_00799,4/13/20,USA,Massachusetts,0.999951714,YES,0.999974593
MA_MGH_00834,4/13/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_00826,4/13/20,USA,Massachusetts,0.975667235,YES,0.974721767
MA_MGH_00836,4/13/20,USA,Massachusetts,0.999950386,YES,0.999973946
MA_MGH_00791,4/13/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_MGH_00817,4/13/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_MGH_00789,4/13/20,USA,Massachusetts,0.719431172,NO,0.865147489
MA_MGH_00823,4/13/20,USA,Massachusetts,0.998878349,YES,0.996648564
MA_MGH_00795,4/13/20,USA,Massachusetts,0.998878349,YES,0.996648564
MA_MGH_00796,4/13/20,USA,Massachusetts,0.999944199,YES,0.999838657
MA_MGH_00801,4/13/20,USA,Massachusetts,0.999944199,YES,0.999838657
MA_MGH_00824,4/13/20,USA,Massachusetts,0.999951715,YES,0.999973906
MA_MGH_00853,4/13/20,USA,Massachusetts,0.999961278,YES,0.999987138
MA_MGH_00887,4/14/20,USA,Asia,0.63966131,NO,0.962635258
MA_MGH_00883,4/14/20,USA,North America,0.52171849,NO,0.96397887
MA_MGH_00869,4/14/20,USA,Massachusetts,0.970880907,YES,0.975400063
MA_MGH_00866,4/14/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_DPH_00222,4/14/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_00876,4/14/20,USA,Massachusetts,0.968228676,YES,0.757323735
MA_MGH_00858,4/14/20,USA,Massachusetts,0.999951633,YES,0.999974559
MA_MGH_00871,4/14/20,USA,Massachusetts,0.999922043,YES,0.999956916
MA_MGH_00878,4/14/20,USA,Massachusetts,0.999998586,YES,0.999999359
MA_MGH_00886,4/14/20,USA,Massachusetts,0.997944954,NO,0.999857303
MA_MGH_00868,4/14/20,USA,Massachusetts,0.999951715,YES,0.999973906
MA_DPH_00221,4/14/20,USA,Massachusetts,0.984443634,YES,0.988860844
MA_DPH_00225,4/15/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00230,4/15/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00229,4/15/20,USA,Massachusetts,0.999951633,YES,0.999974559
MA_DPH_00227,4/15/20,USA,Massachusetts,0.999950339,YES,0.999973927
MA_DPH_00228,4/15/20,USA,Massachusetts,0.999943649,YES,0.99995665
MA_DPH_00236,4/16/20,USA,Massachusetts,0.999998543,YES,0.999999342
MA_DPH_00238,4/16/20,USA,Massachusetts,0.999998543,YES,0.999999342
MA_DPH_00243,4/16/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00246,4/16/20,USA,Massachusetts,0.999951712,YES,0.999974592
MA_DPH_00232,4/16/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00239,4/16/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00231,4/16/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00237,4/16/20,USA,Massachusetts,0.999950385,YES,0.999973946
MA_DPH_00240,4/16/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_DPH_00234,4/16/20,USA,Massachusetts,0.982394259,YES,0.973783135
MA_DPH_00235,4/16/20,USA,Massachusetts,0.9994856,YES,0.999691161
MA_DPH_00241,4/16/20,USA,Massachusetts,0.999950385,YES,0.999973946
MA_DPH_00244,4/16/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_DPH_00248,4/17/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_DPH_00256,4/17/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_DPH_00257,4/17/20,USA,Massachusetts,0.999950386,YES,0.999973947
MA_DPH_00255,4/17/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_DPH_00252,4/17/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_MGH_00906,4/17/20,USA,Massachusetts,0.999999952,YES,0.999999982
MA_DPH_00261,4/17/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_DPH_00270,4/17/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_DPH_00250,4/17/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_DPH_00299,4/17/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00263,4/17/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00268,4/17/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00266,4/17/20,USA,Massachusetts,0.999943649,YES,0.99995665
MA_DPH_00294,4/17/20,USA,Massachusetts,0.999999999,YES,1
MA_DPH_00271,4/17/20,USA,Massachusetts,0.999999999,YES,1
MA_DPH_00265,4/17/20,USA,Massachusetts,0.999999999,YES,1
MA_DPH_00283,4/17/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_DPH_00303,4/17/20,USA,Massachusetts,0.999950345,YES,0.999973929
MA_DPH_00287,4/17/20,USA,Massachusetts,0.999950344,YES,0.999973929
MA_DPH_00277,4/17/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00264,4/17/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00295,4/17/20,USA,Massachusetts,0.999950345,YES,0.999973929
MA_DPH_00292,4/17/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_DPH_00306,4/18/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_DPH_00318,4/18/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_DPH_00305,4/18/20,USA,Massachusetts,0.999951501,YES,0.999974111
MA_DPH_00304,4/18/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_DPH_00301,4/18/20,USA,Massachusetts,0.999999999,YES,1
MA_DPH_00321,4/18/20,USA,Massachusetts,0.999999999,YES,1
MA_DPH_00308,4/18/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_DPH_00322,4/18/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00317,4/18/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00315,4/18/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_DPH_00310,4/18/20,USA,Massachusetts,0.999950344,YES,0.999973929
MA_DPH_00311,4/18/20,USA,Massachusetts,0.999950385,YES,0.999973946
MA_MGH_01460,4/28/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01543,4/28/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01544,4/28/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_01552,4/28/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_01632,4/28/20,USA,Massachusetts,0.999950256,YES,0.999973891
MA_MGH_01166,4/29/20,USA,Asia,0.950236273,NO,0.933436767
MA_MGH_01169,4/29/20,USA,Massachusetts,0.999951712,YES,0.999974593
MA_MGH_01157,4/29/20,USA,Massachusetts,0.999998585,YES,0.999999359
MA_MGH_01151,4/29/20,USA,Europe,0.816100811,NO,0.963933913
MA_MGH_01161,4/29/20,USA,Massachusetts,0.997944954,NO,0.999857303
MA_MGH_01153,4/29/20,USA,Massachusetts,0.992227896,YES,0.977313362
MA_MGH_01152,4/29/20,USA,Massachusetts,0.999760129,YES,0.999396631
MA_MGH_01183,4/29/20,USA,Massachusetts,0.998831371,YES,0.996942884
MA_MGH_01182,4/29/20,USA,Massachusetts,0.968624855,YES,0.973801553
MA_MGH_01271,4/29/20,USA,Massachusetts,0.999922747,YES,0.99995715
MA_MGH_01022,4/30/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_01021,4/30/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_01448,4/30/20,USA,Massachusetts,0.98255257,YES,0.956821941
MA_MGH_01017,4/30/20,USA,Massachusetts,0.999950302,YES,0.999973911
MA_MGH_01018,4/30/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_01443,4/30/20,USA,North America,0.96098237,NO,0.963933692
MA_MGH_01001,4/30/20,USA,Massachusetts,0.999760129,YES,0.999396631
MA_MGH_01071,4/30/20,USA,Massachusetts,0.986244438,YES,0.978683906
MA_MGH_01073,4/30/20,USA,Massachusetts,0.998967917,YES,0.99833974
MA_MGH_01011,4/30/20,USA,Massachusetts,0.993800736,YES,0.976467605
MA_MGH_01033,4/30/20,USA,Massachusetts,0.999776512,YES,0.999344045
MA_MGH_01027,4/30/20,USA,Massachusetts,0.999946626,YES,0.99995768
MA_MGH_01442,4/30/20,USA,Massachusetts,0.988566917,YES,0.97536827
MA_MGH_01452,4/30/20,USA,North America,0.959570589,NO,0.962224249
MA_MGH_01086,5/1/20,USA,Massachusetts,0.999338083,YES,0.999312991
MA_MGH_01084,5/1/20,USA,Massachusetts,0.999934562,YES,0.999956659
MA_MGH_01080,5/1/20,USA,Massachusetts,0.999949577,YES,0.999973462
MA_MGH_01045,5/1/20,USA,Massachusetts,0.999951676,YES,0.999974134
MA_MGH_01096,5/1/20,USA,Massachusetts,0.999951795,YES,0.999974628
MA_MGH_01107,5/1/20,USA,Massachusetts,0.999951712,YES,0.999974592
MA_MGH_01049,5/1/20,USA,Massachusetts,0.999950345,YES,0.999973929
MA_MGH_01103,5/1/20,USA,Massachusetts,0.85727113,NO,0.530128092
MA_MGH_00992,5/1/20,USA,Massachusetts,0.999951501,YES,0.999974111
MA_MGH_01068,5/1/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_MGH_01076,5/1/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_MGH_01061,5/1/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01081,5/1/20,USA,Massachusetts,0.99995012,YES,0.999973432
MA_MGH_01031,5/1/20,USA,Massachusetts,0.999951749,YES,0.999974598
MA_MGH_01032,5/1/20,USA,Massachusetts,0.999951749,YES,0.999974598
MA_MGH_01048,5/1/20,USA,Massachusetts,0.976330374,YES,0.975365503
MA_MGH_01110,5/1/20,USA,Massachusetts,0.978825845,YES,0.974725332
MA_MGH_01109,5/1/20,USA,Massachusetts,0.999934566,YES,0.999957767
MA_MGH_01089,5/1/20,USA,Massachusetts,0.999934566,YES,0.999957767
MA_MGH_01063,5/1/20,USA,Massachusetts,0.986244438,YES,0.978683906
MA_MGH_00996,5/1/20,USA,Massachusetts,0.998831371,YES,0.996942884
MA_MGH_01111,5/1/20,USA,Massachusetts,0.508728614,NO,0.59332908
MA_MGH_01065,5/1/20,USA,Massachusetts,0.998967917,YES,0.99833974
MA_MGH_01057,5/1/20,USA,Massachusetts,0.999904702,YES,0.998918055
MA_MGH_01092,5/1/20,USA,Massachusetts,0.999946626,YES,0.99995768
MA_MGH_01060,5/1/20,USA,Massachusetts,0.988566917,YES,0.97536827
MA_MGH_01132,5/2/20,USA,Massachusetts,0.999939869,YES,0.999958798
MA_MGH_00935,5/2/20,USA,Massachusetts,0.999999984,YES,0.999999988
MA_MGH_00922,5/2/20,USA,Massachusetts,0.999950346,YES,0.999973929
MA_MGH_01127,5/2/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_MGH_01120,5/2/20,USA,Massachusetts,0.999951713,YES,0.999974594
MA_MGH_00937,5/2/20,USA,Massachusetts,0.999951347,YES,0.99997417
MA_MGH_00939,5/2/20,USA,Massachusetts,0.999951347,YES,0.99997417
MA_MGH_01126,5/2/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_MGH_00926,5/2/20,USA,Massachusetts,0.999950343,YES,0.999973928
MA_MGH_01119,5/2/20,USA,Massachusetts,0.656675588,NO,0.960007239
MA_MGH_00946,5/2/20,USA,Massachusetts,0.999902461,YES,0.999496279
MA_MGH_00931,5/2/20,USA,Massachusetts,0.99939112,YES,0.998817042
MA_MGH_00916,5/2/20,USA,Massachusetts,0.999951501,YES,0.999974111
MA_MGH_01137,5/2/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_00947,5/2/20,USA,North America,0.738786989,NO,0.99858866
MA_MGH_01121,5/2/20,USA,Massachusetts,0.970724138,YES,0.975366588
MA_MGH_00954,5/2/20,USA,Massachusetts,0.997473099,YES,0.999974592
MA_MGH_01108,5/2/20,USA,Massachusetts,0.978741872,YES,0.877633085
MA_MGH_00923,5/2/20,USA,Massachusetts,0.450980742,NO,0.963869952
MA_MGH_01140,5/2/20,USA,Massachusetts,0.970653661,YES,0.975366673
MA_MGH_01149,5/2/20,USA,Massachusetts,0.970653661,YES,0.975366673
MA_MGH_00978,5/3/20,USA,Massachusetts,0.999951733,YES,0.999974599
MA_MGH_00977,5/3/20,USA,Massachusetts,0.999951733,YES,0.999974599
MA_MGH_01196,5/3/20,USA,Massachusetts,0.999951676,YES,0.999974134
MA_MGH_00959,5/3/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_00958,5/3/20,USA,Massachusetts,0.999951714,YES,0.999974593
MA_MGH_00957,5/3/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_00945,5/3/20,USA,Europe,1,NO,1
MA_MGH_00976,5/3/20,USA,Massachusetts,0.999950386,YES,0.999973934
MA_MGH_01248,5/4/20,USA,Massachusetts,0.9999985,YES,0.999999325
MA_MGH_01195,5/4/20,USA,Massachusetts,0.999950384,YES,0.999973946
MA_MGH_01206,5/4/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01227,5/4/20,USA,Massachusetts,0.999951756,YES,0.999974611
MA_MGH_01256,5/4/20,USA,Europe,0.307814237,NO,0.963931528
MA_MGH_01257,5/4/20,USA,Massachusetts,0.999951754,YES,0.999974598
MA_MGH_01207,5/4/20,USA,Massachusetts,0.999902461,YES,0.999496279
MA_MGH_01260,5/4/20,USA,Massachusetts,0.999950384,YES,0.999973946
MA_MGH_01235,5/4/20,USA,Massachusetts,0.999951755,YES,0.99997461
MA_MGH_01201,5/4/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_01194,5/4/20,USA,North America,0.960945357,NO,0.963925636
MA_MGH_01232,5/4/20,USA,Massachusetts,1,YES,1
MA_MGH_01325,5/5/20,USA,Massachusetts,0.999951757,YES,0.999974611
MA_MGH_00900,5/5/20,USA,Massachusetts,0.999999955,YES,0.999999983
MA_MGH_01328,5/5/20,USA,Massachusetts,0.999999955,YES,0.999999983
MA_MGH_01333,5/5/20,USA,Massachusetts,0.999999955,YES,0.999999983
MA_MGH_00893,5/5/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_MGH_01297,5/5/20,USA,Massachusetts,0.999951501,YES,0.999974111
MA_MGH_01319,5/5/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01322,5/5/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_00896,5/5/20,USA,Massachusetts,0.976330374,YES,0.975365503
MA_MGH_01331,5/5/20,USA,Massachusetts,0.997944954,NO,0.999857303
MA_MGH_01343,5/5/20,USA,Massachusetts,0.999776512,YES,0.999344045
MA_MGH_01338,5/5/20,USA,Massachusetts,0.999946626,YES,0.99995768
MA_MGH_01344,5/5/20,USA,Massachusetts,0.999946626,YES,0.99995768
MA_MGH_01304,5/5/20,USA,Massachusetts,0.999953128,YES,0.999975275
MA_MGH_01471,5/6/20,USA,Massachusetts,0.999939869,YES,0.999958798
MA_MGH_01382,5/6/20,USA,Massachusetts,0.9999985,YES,0.999999325
MA_MGH_01368,5/6/20,USA,Massachusetts,0.97566742,YES,0.974721331
MA_MGH_01467,5/6/20,USA,North America,0.469902781,NO,0.963933689
MA_MGH_01405,5/6/20,USA,Massachusetts,0.970880907,YES,0.975400063
MA_MGH_01379,5/6/20,USA,Massachusetts,0.999953127,YES,0.999975275
MA_MGH_01381,5/6/20,USA,Massachusetts,0.999953127,YES,0.999975275
MA_MGH_01380,5/6/20,USA,Massachusetts,0.999951713,YES,0.999974592
MA_MGH_01367,5/6/20,USA,Massachusetts,0.999951716,YES,0.999974593
MA_MGH_01409,5/6/20,USA,Massachusetts,0.992306843,YES,0.977919034
MA_MGH_01397,5/6/20,USA,Massachusetts,0.765009983,NO,0.795000857
MA_MGH_01358,5/6/20,USA,Massachusetts,0.977183311,YES,0.795951499
MA_MGH_01365,5/6/20,USA,Massachusetts,0.998822732,YES,0.99681408
MA_MGH_01372,5/6/20,USA,Massachusetts,0.998822732,YES,0.99681408
MA_MGH_01407,5/6/20,USA,Massachusetts,0.998980293,YES,0.99928938
MA_MGH_01415,5/7/20,USA,Massachusetts,0.999999984,YES,0.999999988
MA_MGH_01494,5/7/20,USA,Massachusetts,0.999951715,YES,0.999974593
MA_MGH_01491,5/7/20,USA,Massachusetts,0.999923185,YES,0.999955395
MA_MGH_01501,5/7/20,USA,Massachusetts,0.999999952,YES,0.999999982
MA_MGH_01504,5/7/20,USA,Massachusetts,0.999951797,YES,0.999974628
MA_MGH_01502,5/7/20,USA,Massachusetts,0.999950184,YES,0.999973192
MA_MGH_01469,5/7/20,USA,Massachusetts,0.740872849,YES,0.669583838
MA_MGH_01522,5/7/20,USA,Massachusetts,0.999922747,YES,0.99995715
MA_MGH_01495,5/7/20,USA,Massachusetts,0.999951757,YES,0.999974611
